median_income,pct_broadband,pct_white,pct_black,pop_density,max_speed,num_isp,num_broadband
-666666666,0.7258064516129032,0.5682281059063137,0.29124236252545826,72314298665186.66,0.0,7,0
21222,0.40021119324181625,0.34865725989986346,0.6322257624032772,109574536122422.72,1000.0,9,1
64517,0.8296164139161463,0.5850599781897492,0.3026172300981461,125770886816777.03,1000.0,9,2
44239,0.7470414201183432,0.331192005710207,0.529621698786581,134363280502388.0,0.0,7,0
31194,0.5994712491738269,0.5314067351325531,0.3188440410795319,148543120007279.78,1000.0,9,1
53930,0.7775551102204409,0.4844934527911785,0.39007580978635426,89466217171111.23,0.0,7,0
24697,0.5352941176470588,0.425764192139738,0.26055312954876275,68706409051354.85,1000.0,13,3
46463,0.7601351351351351,0.46008119079837617,0.28755074424898514,81069063304174.75,1000.0,8,1
40125,0.7082452431289641,0.8114754098360656,0.1403688524590164,103331043935968.66,1000.0,8,1
39971,0.6176470588235294,0.4566022213081037,0.4804607157548334,150595917819168.5,1000.0,10,1
34398,0.440745672436751,0.5914056809905317,0.28623452294246177,120510817880983.66,1000.0,8,1
36810,0.7255139056831923,0.6454545454545455,0.21122994652406418,130549673546482.3,1000.0,8,1
36368,0.654320987654321,0.741102581995813,0.19399860432658758,90755471690194.83,500.0,8,1
48333,0.7566371681415929,0.5189873417721519,0.2899884925201381,54946715876929.49,0.0,7,0
39167,0.8195266272189349,0.7509645738337426,0.16310066643283058,101709742382677.28,0.0,8,0
36892,0.7985074626865671,0.5369609856262834,0.20636550308008214,197988693879400.9,0.0,7,0
44479,0.6369047619047619,0.36664966853646097,0.522182559918409,241982359516140.28,0.0,7,0
20145,0.5686719636776391,0.7211221122112211,0.14356435643564355,135465905632671.44,0.0,7,0
38182,0.692,0.5429141716566867,0.32435129740518964,102557804715546.8,0.0,7,0
37303,0.689484126984127,0.5433333333333333,0.2961111111111111,183094181973791.0,0.0,7,0
17227,0.5759878419452887,0.614406779661017,0.13220338983050847,98630605800357.73,1.5,9,0
26333,0.6870967741935484,0.8348968105065666,0.13320825515947468,58268177491762.69,0.0,7,0
63750,0.9030226700251889,0.6421628189550426,0.27217496962332927,93361510488900.84,1000.0,9,1
-666666666,0.6555023923444976,0.6381156316916489,0.291220556745182,44608264480522.89,20.0,8,0
37232,0.6425925925925926,0.6675,0.11107142857142857,209328049467707.12,20.0,8,0
37105,0.7133838383838383,0.7083946980854198,0.09941089837997054,110276192368932.52,1000.0,10,2
42333,0.778125,0.6512788521522146,0.12289457267623206,81884900090919.95,1000.0,8,1
70129,0.8363858363858364,0.5774387424872862,0.24133148404993066,79750908539844.08,0.0,7,0
49726,0.7165932452276065,0.581126624939817,0.3013962445835339,162451233348409.16,1000.0,10,1
39958,0.5656324582338902,0.7133406835722161,0.2127894156560088,105017844258879.05,1000.0,10,1
42000,0.6758620689655173,0.6373801916932907,0.14696485623003194,116693539622829.52,1000.0,9,1
36250,0.7684210526315789,0.3313953488372093,0.21046511627906977,128208039415180.61,1000.0,8,1
62288,0.8067915690866511,0.4540540540540541,0.1862785862785863,97007533397879.53,0.0,7,0
36905,0.51994301994302,0.2753319357092942,0.5045422781271838,71856918010519.83,1000.0,9,1
131058,0.9631336405529954,0.9717595944967415,0.005068790731354091,41188883279067.31,0.0,7,0
24570,0.6612903225806451,0.5730569948186528,0.22124352331606217,60069445240101.664,1000.0,9,1
89306,0.8356435643564356,0.5112903225806451,0.01129032258064516,56328991950997.35,0.0,7,0
65783,0.6473354231974922,0.3360969387755102,0.3909438775510204,43179259047593.94,1000.0,9,1
